ci_estudiante,ci_est_dpto,materia,ci_docente,ci_doc_dpto,periodo,nota,observaciones
6837306,LP,INF236,6745690,LP,I-2006,19,Reprobado
9214751,LP,EST392,6764063,LP,II-2004,60,Aprobado
6144520,LP,EST280,8306245,LP,I-2007,31,Reprobado
8306245,LP,EST440,7023542,LP,I-2002,1,Reprobado
4774159,LP,EST392,6761652,LP,II-2003,78,Aprobado
7007126,LP,EST140,6948542,LP,II-2005,43,Reprobado
8324817,LP,INF391,4844828,LP,I-2002,79,Aprobado
4777949,LP,INF325,6153276,LP,II-2007,94,Aprobado
6997132,LP,EST140,5977396,LP,II-2002,42,Reprobado
6852438,LP,INF120,6144341,LP,I-2010,9,Reprobado
6764063,LP,INF324,4312014,LP,I-2003,51,Aprobado
8306273,LP,EST440,6009256,LP,II-2000,57,Aprobado
6844312,LP,INF120,6888435,LP,II-2005,18,Reprobado
4844828,LP,INF320,6139832,LP,I-2004,88,Aprobado
9236298,LP,INF236,6169847,LP,I-2002,62,Aprobado
4894944,LP,MAT120,7007126,LP,II-2014,29,Reprobado
6058774,LP,INF391,3483848,LP,I-2014,27,Reprobado
6174448,LP,FIS100,6853401,LP,II-2003,10,Reprobado
6858270,LP,EST440,6745690,LP,I-2007,85,Aprobado
6087357,LP,INF325,8441626,LP,I-2004,62,Aprobado
6861908,LP,EST392,5977396,LP,II-2012,40,Reprobado
6815832,LP,MAT270,4774159,LP,I-2013,19,Reprobado
6134388,LP,INF320,6858879,LP,I-2009,98,Aprobado
9944703,LP,EST392,6736701,LP,I-2003,30,Reprobado
538893,VE,INF236,4830306,LP,II-2001,69,Aprobado
8441626,LP,MAT270,6826200,LP,I-2013,60,Aprobado
6963637,LP,MAT320,4830306,LP,II-2000,48,Reprobado
6733281,LP,EST440,6751047,LP,II-2000,77,Aprobado
6949853,LP,MAT270,4949063,LP,II-2000,69,Aprobado
9248643,LP,INF325,4856270,LP,II-2014,74,Aprobado
8337111,LP,MAT320,4758753,LP,I-2005,26,Reprobado
4774159,LP,INF320,6852438,LP,II-2003,96,Aprobado
6869126,LP,EST140,6761652,LP,II-2007,85,Aprobado
6169847,LP,INF325,6182990,LP,I-2008,9,Reprobado
6844312,LP,INF391,6150980,LP,II-2014,61,Aprobado
6838626,LP,INF325,5801726,TJ,II-2004,20,Reprobado
8264238,LP,MAT270,6824998,LP,I-2003,30,Reprobado
4837304,LP,FIS100,6858270,LP,I-2001,79,Aprobado
6778337,LP,MAT320,5960219,LP,II-2010,28,Reprobado
5977396,LP,INF120,5966709,LP,II-2011,97,Aprobado
6998038,LP,FIS100,6765608,LP,II-2011,31,Reprobado
6872212,LP,MAT320,6888435,LP,I-2010,24,Reprobado
538893,VE,INF391,4856270,LP,II-2014,8,Reprobado
8323749,LP,INF236,6858879,LP,I-2013,87,Aprobado
6751497,LP,INF236,6150506,LP,I-2000,24,Reprobado
6059227,LP,EST140,6087357,LP,I-2002,47,Reprobado
7005717,LP,EST280,6057424,LP,II-2012,10,Reprobado
5993596,LP,INF320,6144341,LP,I-2004,24,Reprobado
9216537,LP,EST440,4837464,LP,I-2005,64,Aprobado
5994995,LP,FIS100,4774159,LP,I-2013,76,Aprobado
6018908,LP,FIS100,4758753,LP,II-2005,7,Reprobado
6149357,LP,EST140,4875775,LP,I-2008,73,Aprobado
4792347,LP,EST140,5981213,LP,II-2000,77,Aprobado
6948542,LP,MAT120,6815832,LP,I-2000,13,Reprobado
8301162,LP,INF324,6049205,LP,I-2012,5,Reprobado
8260146,LP,INF236,6056909,LP,II-2002,25,Reprobado
6131932,LP,INF324,4826389,LP,II-2013,31,Reprobado
7068077,LP,EST392,6755399,LP,II-2008,98,Aprobado
6106186,LP,FIS100,6095371,LP,II-2010,6,Reprobado
4784615,LP,EST392,6150506,LP,I-2006,78,Aprobado
6835293,LP,MAT120,6815832,LP,II-2002,94,Aprobado
6814638,LP,FIS100,6765381,LP,II-2006,40,Reprobado
8324817,LP,MAT320,6761652,LP,II-2011,37,Reprobado
9112023,LP,INF120,3483848,LP,II-2008,49,Reprobado
6723965,LP,INF120,6905510,LP,I-2006,44,Reprobado
8441626,LP,EST140,3483848,LP,I-2002,91,Aprobado
6002249,LP,INF320,5966709,LP,I-2000,95,Aprobado
9112023,LP,FIS100,7023542,LP,II-2014,3,Reprobado
6085474,LP,EST280,6826200,LP,II-2006,28,Reprobado
9179201,LP,INF391,6150980,LP,I-2013,74,Aprobado
4811882,LP,MAT270,6018908,LP,I-2010,37,Reprobado
6051475,LP,MAT270,538893,VE,II-2012,87,Aprobado
9083612,LP,INF391,5977396,LP,II-2002,96,Aprobado
6951609,LP,MAT270,6736701,LP,II-2010,44,Reprobado
6951609,LP,INF325,6057424,LP,I-2014,44,Reprobado
8337111,LP,INF325,6131932,LP,II-2005,12,Reprobado
8432254,LP,EST440,6824998,LP,II-2000,48,Reprobado
8406121,LP,EST140,5977396,LP,II-2005,5,Reprobado
6824136,LP,INF324,5975560,LP,II-2000,0,Abandono
4792347,LP,EST440,8342748,LP,II-2001,60,Aprobado
4913574,LP,INF391,6150980,LP,II-2007,12,Reprobado
5977801,LP,INF236,8321673,LP,I-2007,87,Aprobado
6964230,LP,MAT270,6826200,LP,II-2005,30,Reprobado
6751047,LP,MAT120,4826389,LP,II-2008,76,Aprobado
2622011,LP,EST280,5801726,TJ,II-2012,77,Aprobado
9944703,LP,MAT120,6858270,LP,II-2002,13,Reprobado
5977801,LP,MAT270,4896040,LP,I-2010,50,Reprobado
6798702,LP,INF391,8306245,LP,I-2009,4,Reprobado
6150506,LP,EST280,6858879,LP,II-2008,16,Reprobado
6927260,LP,INF391,8441626,LP,II-2002,17,Reprobado
4891593,LP,MAT320,4312014,LP,I-2004,83,Aprobado
4874363,LP,EST280,8306245,LP,I-2003,76,Aprobado
6963637,LP,EST392,6018908,LP,II-2001,13,Reprobado
6844312,LP,INF324,5960219,LP,I-2008,43,Reprobado
4891593,LP,INF325,8342748,LP,I-2007,70,Aprobado
7023542,LP,MAT120,7290420,OR,II-2000,39,Reprobado
6018908,LP,MAT120,4774159,LP,II-2001,81,Aprobado
6852636,LP,INF120,6144341,LP,II-2013,22,Reprobado
4913574,LP,FIS100,4928737,LP,I-2010,81,Aprobado
6951609,LP,MAT270,5975560,LP,I-2005,79,Aprobado
6755399,LP,INF236,8321673,LP,II-2001,75,Aprobado
6153276,LP,EST392,8321673,LP,I-2012,8,Reprobado
6150506,LP,EST440,4928737,LP,I-2014,37,Reprobado
6824998,LP,MAT270,6150980,LP,I-2005,56,Aprobado
7048950,LP,MAT270,6150980,LP,II-2002,25,Reprobado
8441626,LP,INF391,6085474,LP,II-2009,69,Aprobado
4894944,LP,MAT270,8441626,LP,I-2001,82,Aprobado
6900933,LP,MAT120,5975560,LP,I-2004,11,Reprobado
7290420,OR,INF324,6852438,LP,II-2000,60,Aprobado
8305378,LP,INF391,6948542,LP,I-2005,24,Reprobado
4913574,LP,INF120,4898251,LP,II-2011,27,Reprobado
7068077,LP,INF320,4830306,LP,I-2014,100,Aprobado
6753182,LP,MAT270,4856270,LP,II-2009,28,Reprobado
6827375,LP,INF325,6858270,LP,I-2003,46,Reprobado
4962498,LP,INF320,6085474,LP,I-2004,43,Reprobado
4758753,LP,INF391,4928737,LP,I-2007,89,Aprobado
3459074,LP,INF391,6751047,LP,II-2007,22,Reprobado
7007827,LP,EST440,8441626,LP,II-2011,72,Aprobado
5994785,LP,MAT270,7290420,OR,I-2009,98,Aprobado
6949853,LP,FIS100,4758753,LP,II-2013,97,Aprobado
4760216,LP,INF120,6139832,LP,II-2007,97,Aprobado
4777949,LP,INF120,6056909,LP,I-2000,30,Reprobado
8306245,LP,MAT270,4856270,LP,II-2008,60,Aprobado
5968381,LP,INF391,4949063,LP,II-2008,79,Aprobado
4811882,LP,INF236,4874363,LP,II-2012,96,Aprobado
9236298,LP,MAT120,6826200,LP,I-2008,30,Reprobado
6837306,LP,EST392,8321673,LP,I-2008,38,Reprobado
6153276,LP,EST280,0,LP,II-2006,25,Reprobado
4268464,LP,INF120,8342748,LP,II-2013,76,Aprobado
8306245,LP,EST140,4758753,LP,II-2006,94,Aprobado
6131932,LP,EST392,4312014,LP,I-2011,55,Aprobado
4913514,LP,INF236,6144341,LP,I-2006,61,Aprobado
9083612,LP,INF325,5981213,LP,I-2011,28,Reprobado
6764063,LP,INF391,6855569,LP,I-2012,6,Reprobado
6745690,LP,EST280,6736701,LP,II-2014,48,Reprobado
6833022,LP,MAT120,6140134,LP,I-2005,77,Aprobado
9112023,LP,EST440,6009256,LP,II-2009,39,Reprobado
6077866,LP,MAT270,5966709,LP,II-2008,27,Reprobado
6872212,LP,FIS100,6853401,LP,II-2014,16,Reprobado
6869126,LP,EST280,6826200,LP,I-2007,2,Reprobado
6720620,LP,FIS100,4760216,LP,I-2012,3,Reprobado
8305840,LP,FIS100,6144341,LP,II-2013,80,Aprobado
6150506,LP,MAT320,5960219,LP,I-2010,9,Reprobado
4894944,LP,INF325,6948542,LP,II-2006,79,Aprobado
6736701,LP,MAT270,6853401,LP,I-2011,24,Reprobado
6169410,LP,INF236,4896040,LP,II-2003,42,Reprobado
6948818,LP,EST392,6049205,LP,II-2005,20,Reprobado
6196542,LP,FIS100,4760216,LP,II-2013,33,Reprobado
4780169,LP,EST280,6049205,LP,I-2004,79,Aprobado
6948332,LP,INF320,6153276,LP,I-2002,47,Reprobado
6851673,LP,EST140,8342748,LP,II-2006,73,Aprobado
3483848,LP,INF325,4852497,LP,II-2001,23,Reprobado
6058774,LP,MAT270,2622011,LP,I-2007,77,Aprobado
6825876,LP,INF325,6745690,LP,I-2008,20,Reprobado
6720982,LP,INF236,8321673,LP,I-2006,18,Reprobado
8346210,LP,EST280,4874363,LP,I-2003,62,Aprobado
8323749,LP,INF120,6855569,LP,I-2012,23,Reprobado
4892034,LP,INF236,6150980,LP,II-2007,64,Aprobado
4774159,LP,EST440,6824136,LP,II-2008,84,Aprobado
4875775,LP,MAT270,6765381,LP,II-2009,4,Reprobado
5941682,LP,INF325,6853401,LP,II-2008,60,Aprobado
8310941,LP,EST280,6776752,LP,I-2010,57,Aprobado
5977396,LP,INF391,5981213,LP,I-2006,36,Reprobado
6728060,LP,INF391,8321673,LP,I-2009,100,Aprobado
4250338,LP,EST280,6837306,LP,II-2011,87,Aprobado
4892034,LP,INF320,4758753,LP,II-2006,78,Aprobado
6764063,LP,INF236,5998313,LP,I-2005,63,Aprobado
5964988,LP,INF325,6858879,LP,I-2011,59,Aprobado
8321330,LP,EST440,6759045,LP,II-2002,50,Reprobado
6753182,LP,INF324,5977396,LP,I-2007,33,Reprobado
4913574,LP,EST392,7290420,OR,II-2003,20,Reprobado
7038942,LP,INF120,4928737,LP,II-2003,67,Aprobado
9083612,LP,EST140,6182990,LP,II-2007,54,Aprobado
6869597,LP,MAT120,4892034,LP,I-2009,25,Reprobado
8315770,LP,MAT320,4965844,LP,II-2010,94,Aprobado
4894944,LP,EST440,5977396,LP,I-2010,6,Reprobado
9214751,LP,MAT320,6720620,LP,I-2007,28,Reprobado
6150980,LP,INF236,6169847,LP,I-2008,64,Aprobado
4792347,LP,INF320,3459074,LP,II-2001,88,Aprobado
6009256,LP,EST140,2622011,LP,I-2010,59,Aprobado
4900069,LP,INF391,4896040,LP,II-2000,45,Reprobado
4924229,LP,INF325,6150980,LP,I-2010,64,Aprobado
5994785,LP,EST440,6736701,LP,I-2008,38,Reprobado
6736701,LP,INF325,6759045,LP,II-2013,32,Reprobado
538893,VE,EST440,4758753,LP,II-2009,85,Aprobado
4844828,LP,MAT270,6150980,LP,I-2013,61,Aprobado
6858879,LP,FIS100,6009256,LP,I-2006,13,Reprobado
6778337,LP,INF236,6852438,LP,I-2012,78,Aprobado
4921900,LP,INF391,4856270,LP,II-2005,27,Reprobado
3483848,LP,INF120,6765608,LP,I-2005,10,Reprobado
6150980,LP,FIS100,6095371,LP,II-2000,74,Aprobado
6869597,LP,EST280,6049205,LP,II-2010,18,Reprobado
4826389,LP,EST280,4965844,LP,II-2008,52,Aprobado
5977396,LP,INF320,3459074,LP,I-2013,70,Aprobado
6720982,LP,EST392,6852438,LP,II-2013,55,Aprobado
6753182,LP,INF236,7007126,LP,II-2002,2,Reprobado
6837306,LP,EST440,6852438,LP,II-2000,30,Reprobado
4924229,LP,MAT320,6776752,LP,I-2012,25,Reprobado
4913574,LP,EST140,6798702,LP,I-2007,93,Aprobado
6002249,LP,INF325,6143079,LP,I-2005,47,Reprobado
6086670,LP,EST392,6131932,LP,II-2001,96,Aprobado
4923886,LP,INF325,6837306,LP,I-2009,55,Aprobado
3459074,LP,MAT120,8441626,LP,II-2010,39,Reprobado
4891593,LP,EST440,5966709,LP,I-2009,58,Aprobado
6189606,LP,MAT270,8321673,LP,II-2000,98,Aprobado
6835293,LP,MAT320,6057424,LP,II-2008,100,Aprobado
8321330,LP,INF324,6905510,LP,I-2003,87,Aprobado
6869597,LP,EST392,6765608,LP,II-2008,23,Reprobado
9994525,LP,MAT120,7023542,LP,II-2007,12,Reprobado
7034372,LP,INF236,6858270,LP,II-2003,76,Aprobado
4826369,LP,EST140,4312014,LP,I-2004,99,Aprobado
6030223,LP,INF236,4760216,LP,I-2007,60,Aprobado
2622011,LP,INF120,6020916,LP,I-2010,27,Reprobado
6745690,LP,INF325,6144341,LP,I-2013,1,Reprobado
8260146,LP,INF320,6057424,LP,I-2000,1,Reprobado
6149905,LP,EST440,5966709,LP,I-2003,94,Aprobado
6869126,LP,INF120,6826200,LP,II-2005,39,Reprobado
4780169,LP,INF324,6888435,LP,II-2003,2,Reprobado
6948332,LP,INF320,6826200,LP,II-2004,67,Aprobado
6951609,LP,EST280,6759045,LP,II-2003,23,Reprobado
6002249,LP,INF325,6780733,LP,II-2009,92,Aprobado
6791239,LP,EST280,6815832,LP,II-2002,38,Reprobado
4896040,LP,FIS100,5975560,LP,II-2012,22,Reprobado
4874363,LP,INF120,6755399,LP,I-2011,58,Aprobado
6862348,LP,EST140,5994785,LP,II-2009,95,Aprobado
5993596,LP,INF120,4826389,LP,II-2011,17,Reprobado
4965844,LP,EST280,6852438,LP,II-2005,47,Reprobado
7290420,OR,INF324,7023542,LP,II-2005,84,Aprobado
8260129,LP,MAT320,8306245,LP,I-2005,90,Aprobado
9122265,LP,EST440,5994785,LP,I-2000,91,Aprobado
8321673,LP,INF236,6745690,LP,II-2000,19,Reprobado
4949063,LP,EST280,5801726,TJ,II-2001,73,Aprobado
6720620,LP,FIS100,6778337,LP,II-2001,49,Reprobado
2622011,LP,INF320,6095371,LP,I-2009,53,Aprobado
5993596,LP,FIS100,5998313,LP,II-2004,67,Aprobado
6951609,LP,INF324,6888435,LP,II-2011,7,Reprobado
4844828,LP,MAT270,6085474,LP,I-2002,9,Reprobado
5977396,LP,INF391,6755399,LP,II-2007,59,Aprobado
6948542,LP,EST140,6018908,LP,II-2013,90,Aprobado
5981213,LP,MAT270,538893,VE,I-2011,76,Aprobado
9214751,LP,INF325,5981213,LP,II-2002,1,Reprobado
6149905,LP,EST392,5977396,LP,II-2009,21,Reprobado
6872212,LP,INF320,6095371,LP,I-2012,20,Reprobado
9944703,LP,INF324,6009256,LP,II-2014,66,Aprobado
6789190,LP,EST392,8321673,LP,II-2013,89,Aprobado
3483848,LP,EST440,6761652,LP,I-2008,29,Reprobado
5975080,LP,INF320,6833022,LP,I-2001,1,Reprobado
6124769,LP,EST392,6755399,LP,II-2003,6,Reprobado
6900933,LP,EST280,8306245,LP,I-2009,12,Reprobado
9083612,LP,EST440,4928737,LP,I-2014,62,Aprobado
6149905,LP,EST280,6826200,LP,I-2011,42,Reprobado
6830287,LP,INF120,4874363,LP,I-2006,37,Reprobado
6150506,LP,MAT120,6057424,LP,II-2002,19,Reprobado
8305378,LP,INF120,4874363,LP,II-2003,62,Aprobado
8432254,LP,INF325,6736701,LP,II-2011,51,Aprobado
6131932,LP,INF120,6853401,LP,II-2003,36,Reprobado
6852636,LP,INF324,6087357,LP,I-2005,6,Reprobado
6182340,LP,INF236,6833022,LP,I-2012,0,Abandono
6964230,LP,INF320,6150506,LP,II-2002,13,Reprobado
6182990,LP,INF320,6009256,LP,II-2001,50,Reprobado
6833022,LP,MAT320,4844828,LP,I-2007,22,Reprobado
4923886,LP,INF391,5975560,LP,II-2007,88,Aprobado
5994785,LP,MAT270,6745690,LP,I-2013,41,Reprobado
6942105,LP,MAT120,6815832,LP,I-2006,23,Reprobado
4844828,LP,INF236,4856270,LP,II-2011,71,Aprobado
6789190,LP,INF391,6056909,LP,II-2005,33,Reprobado
6094524,LP,INF325,6888435,LP,II-2001,8,Reprobado
6030223,LP,MAT270,6858270,LP,II-2003,10,Reprobado
6927260,LP,INF325,6131932,LP,II-2002,99,Aprobado
6851673,LP,MAT120,4875775,LP,II-2011,54,Aprobado
6849369,LP,INF120,5998313,LP,II-2001,84,Aprobado
4758753,LP,EST140,8342748,LP,II-2007,18,Reprobado
6759045,LP,INF325,4760216,LP,I-2011,6,Reprobado
4856270,LP,INF324,6853401,LP,I-2003,11,Reprobado
6855569,LP,INF324,6780733,LP,I-2001,95,Aprobado
6056909,LP,INF236,4856270,LP,II-2014,59,Aprobado
4892034,LP,INF236,6169847,LP,II-2004,28,Reprobado
6949853,LP,INF325,5994785,LP,I-2001,32,Reprobado
6852438,LP,EST280,4965844,LP,I-2013,96,Aprobado
6191127,LP,MAT120,4892034,LP,I-2005,26,Reprobado
4780169,LP,INF325,5960219,LP,I-2002,33,Reprobado
8305840,LP,MAT270,6153276,LP,II-2006,71,Aprobado
8432254,LP,FIS100,6765608,LP,II-2011,84,Aprobado
6837306,LP,EST140,8342748,LP,I-2005,53,Aprobado
8402517,LP,EST392,6780733,LP,I-2014,63,Aprobado
8321330,LP,INF325,4892034,LP,II-2009,74,Aprobado
8310941,LP,FIS100,6853401,LP,I-2007,19,Reprobado
5968381,LP,INF324,4892034,LP,I-2007,21,Reprobado
6010843,LP,EST440,4837464,LP,I-2007,80,Aprobado
6077866,LP,INF120,6057424,LP,I-2011,17,Reprobado
9112023,LP,INF320,4896040,LP,I-2009,86,Aprobado
7007126,LP,INF391,6736701,LP,II-2000,68,Aprobado
6833022,LP,EST440,4898251,LP,I-2010,34,Reprobado
4852497,LP,INF236,5801726,TJ,I-2003,82,Aprobado
8441626,LP,INF120,6736701,LP,I-2011,85,Aprobado
6140134,LP,EST392,6858879,LP,I-2014,18,Reprobado
6140134,LP,FIS100,4856270,LP,I-2001,27,Reprobado
8406121,LP,INF120,6761652,LP,I-2008,79,Aprobado
4875775,LP,MAT120,4844828,LP,II-2014,6,Reprobado
6998038,LP,EST392,8441626,LP,I-2003,59,Aprobado
4875775,LP,MAT320,7290420,OR,I-2004,48,Reprobado
6998038,LP,FIS100,8306245,LP,I-2001,4,Reprobado
6720620,LP,INF391,6888435,LP,II-2005,54,Aprobado
8412330,LP,EST392,5960219,LP,I-2013,80,Aprobado
7007827,LP,MAT320,6057424,LP,II-2006,74,Aprobado
6858879,LP,INF120,3459074,LP,I-2007,0,Abandono
3483848,LP,INF391,6056909,LP,II-2004,86,Aprobado
6788550,LP,INF236,5977396,LP,I-2005,74,Aprobado
8346639,LP,INF236,3459074,LP,II-2012,72,Aprobado
2622011,LP,INF120,6948542,LP,II-2012,31,Reprobado
4826389,LP,INF320,6057424,LP,II-2005,97,Aprobado
5977801,LP,EST280,6751047,LP,I-2013,87,Aprobado
6837306,LP,INF236,4896040,LP,II-2002,55,Aprobado
9179201,LP,EST280,6057424,LP,II-2009,57,Aprobado
5968381,LP,EST440,6020916,LP,II-2004,43,Reprobado
6964230,LP,INF120,7023542,LP,I-2005,65,Aprobado
8264238,LP,EST280,6153276,LP,I-2011,42,Reprobado
4268464,LP,MAT320,6852438,LP,I-2014,7,Reprobado
6131932,LP,INF320,5994785,LP,I-2003,43,Reprobado
5975560,LP,EST440,4949063,LP,I-2004,87,Aprobado
6085474,LP,EST140,6085474,LP,II-2000,90,Aprobado
6009256,LP,MAT120,6765608,LP,II-2002,4,Reprobado
5977396,LP,EST280,6824998,LP,I-2011,70,Aprobado
6765608,LP,EST280,7290420,OR,II-2003,60,Aprobado
6838626,LP,INF391,6720620,LP,I-2010,9,Reprobado
6942105,LP,INF324,6833022,LP,II-2008,50,Reprobado
6031586,LP,MAT270,6858270,LP,I-2012,89,Aprobado
6855569,LP,EST140,6020916,LP,II-2000,6,Reprobado
7038942,LP,INF391,7007126,LP,I-2011,33,Reprobado
6058774,LP,INF391,4774159,LP,II-2008,54,Aprobado
6765608,LP,EST392,5966709,LP,II-2003,77,Aprobado
7007827,LP,EST440,5981213,LP,II-2002,26,Reprobado
6030223,LP,MAT120,6765381,LP,II-2003,5,Reprobado
538893,VE,INF325,6723965,LP,II-2013,35,Reprobado
4924998,LP,INF120,6755399,LP,I-2003,52,Aprobado
9236298,LP,INF391,4844828,LP,I-2009,88,Aprobado
6094524,LP,INF325,5994785,LP,I-2000,81,Aprobado
6765381,LP,EST280,4844828,LP,I-2009,2,Reprobado
7007126,LP,MAT270,4892034,LP,II-2007,6,Reprobado
5966709,LP,EST140,6855569,LP,I-2009,47,Reprobado
6861908,LP,EST392,4928737,LP,II-2010,7,Reprobado
6814638,LP,EST140,6815832,LP,II-2010,8,Reprobado
6150980,LP,EST280,5977396,LP,I-2001,78,Aprobado
5993596,LP,MAT320,6020916,LP,I-2007,25,Reprobado
6144520,LP,FIS100,4760216,LP,II-2012,61,Aprobado
6872212,LP,INF236,6776752,LP,II-2000,92,Aprobado
6751047,LP,MAT270,6087357,LP,I-2011,68,Aprobado
8264238,LP,INF391,6153276,LP,II-2005,1,Reprobado
7290420,OR,EST392,6182990,LP,II-2001,5,Reprobado
4760216,LP,INF320,6139832,LP,I-2010,4,Reprobado
6948332,LP,MAT270,4774159,LP,II-2006,1,Reprobado
6827375,LP,MAT120,6150980,LP,I-2004,5,Reprobado
6791239,LP,FIS100,4965844,LP,II-2001,82,Aprobado
6837306,LP,INF325,4892034,LP,I-2002,94,Aprobado
4830306,LP,EST280,6853401,LP,I-2004,82,Aprobado
9248643,LP,EST392,6948542,LP,II-2010,19,Reprobado
6018908,LP,MAT120,6824998,LP,I-2010,85,Aprobado
6018908,LP,INF120,4758753,LP,II-2004,99,Aprobado
7068077,LP,INF236,6736701,LP,II-2006,65,Aprobado
8310941,LP,EST440,6150506,LP,II-2000,23,Reprobado
6778337,LP,MAT270,4758753,LP,II-2009,20,Reprobado
5966709,LP,INF324,4965844,LP,I-2013,44,Reprobado
8323895,LP,INF120,7290420,OR,I-2014,30,Reprobado
6086670,LP,MAT270,4898251,LP,II-2003,30,Reprobado
6167607,LP,EST280,3459074,LP,II-2006,74,Aprobado
6095371,LP,INF236,5801726,TJ,I-2006,1,Reprobado
8406121,LP,EST392,5960219,LP,II-2008,99,Aprobado
6087357,LP,INF320,6087357,LP,I-2011,59,Aprobado
6049205,LP,EST440,6765608,LP,II-2003,77,Aprobado
6905510,LP,MAT270,6143079,LP,I-2002,86,Aprobado
4745826,LP,EST392,7007126,LP,II-2014,53,Aprobado
4760216,LP,INF320,6776752,LP,II-2008,92,Aprobado
6798702,LP,INF236,4898251,LP,II-2001,19,Reprobado
8441626,LP,MAT320,8306245,LP,I-2013,5,Reprobado
6852636,LP,MAT270,4830306,LP,I-2002,52,Aprobado
4780169,LP,EST440,4830306,LP,I-2001,96,Aprobado
6002249,LP,INF120,6905510,LP,I-2007,26,Reprobado
8306273,LP,INF320,6049205,LP,I-2003,39,Reprobado
7007827,LP,INF325,6858270,LP,I-2011,91,Aprobado
8441626,LP,INF120,4758753,LP,I-2014,5,Reprobado
6765381,LP,FIS100,2622011,LP,I-2008,63,Aprobado
6094524,LP,INF120,5977396,LP,I-2011,26,Reprobado
6182990,LP,EST280,6745690,LP,II-2005,57,Aprobado
6826200,LP,INF324,4892034,LP,I-2001,43,Reprobado
6144520,LP,MAT120,5975560,LP,II-2003,96,Aprobado
5604693,BN,INF320,6833022,LP,I-2014,37,Reprobado
6869126,LP,INF325,6824998,LP,II-2012,38,Reprobado
4837464,LP,INF320,6745690,LP,II-2005,8,Reprobado
4984804,LP,EST392,5975560,LP,II-2001,84,Aprobado
8469272,LP,MAT120,6150980,LP,I-2000,61,Aprobado
6191127,LP,INF324,6144341,LP,I-2009,27,Reprobado
4822122,LP,INF236,6765381,LP,I-2010,59,Aprobado
8432254,LP,FIS100,6855569,LP,I-2010,78,Aprobado
6905510,LP,EST392,6140134,LP,I-2013,19,Reprobado
6998038,LP,INF325,6751047,LP,II-2009,39,Reprobado
7034372,LP,INF324,7007126,LP,I-2012,91,Aprobado
6144520,LP,INF320,6833022,LP,II-2009,77,Aprobado
6858270,LP,INF391,6056909,LP,I-2000,89,Aprobado
6010843,LP,MAT120,4847126,LP,II-2001,46,Reprobado
6140134,LP,FIS100,4852497,LP,I-2013,51,Aprobado
6153276,LP,INF391,5966709,LP,II-2002,35,Reprobado
4913514,LP,EST440,8321673,LP,II-2010,54,Aprobado
6780733,LP,INF391,6905510,LP,I-2001,6,Reprobado
4745826,LP,MAT320,6869689,LP,I-2011,70,Aprobado
4250338,LP,MAT320,6057424,LP,I-2008,90,Aprobado
8260146,LP,INF120,6057424,LP,II-2010,22,Reprobado
6833022,LP,EST280,4774159,LP,I-2008,42,Reprobado
8291673,LP,MAT320,6776752,LP,I-2003,20,Reprobado
6933814,LP,FIS100,6049205,LP,II-2012,82,Aprobado
6140134,LP,MAT320,6815832,LP,I-2013,26,Reprobado
6131932,LP,EST440,8441626,LP,I-2008,82,Aprobado
8291287,LP,INF325,8342748,LP,I-2013,37,Reprobado
5979309,LP,INF325,6049205,LP,II-2000,15,Reprobado
6825876,LP,INF325,4892034,LP,I-2014,83,Aprobado
5966709,LP,EST392,6853401,LP,I-2008,42,Reprobado
6798702,LP,INF324,6888435,LP,I-2013,87,Aprobado
8356505,LP,EST392,6776752,LP,II-2014,48,Reprobado
9216537,LP,MAT320,4758753,LP,I-2001,79,Aprobado
6788550,LP,INF320,4774159,LP,II-2000,16,Reprobado
4962498,LP,INF325,6765608,LP,I-2009,82,Aprobado
7032468,LP,MAT120,6049205,LP,I-2000,78,Aprobado
6150980,LP,INF320,6853401,LP,I-2014,6,Reprobado
8321330,LP,FIS100,6085474,LP,II-2005,34,Reprobado
6144520,LP,EST140,6030223,LP,I-2002,33,Reprobado
6791239,LP,INF236,5801726,TJ,I-2012,15,Reprobado
6169410,LP,MAT320,6056909,LP,I-2013,67,Aprobado
6949853,LP,EST140,6720620,LP,II-2013,23,Reprobado
4984804,LP,INF324,6852438,LP,I-2007,0,Abandono
6764063,LP,INF325,6765608,LP,II-2002,62,Aprobado
4784615,LP,INF320,538893,VE,II-2004,47,Reprobado
6094524,LP,EST440,6049205,LP,I-2008,71,Aprobado
6942105,LP,MAT270,6778337,LP,I-2004,24,Reprobado
6900933,LP,MAT120,6139832,LP,II-2008,72,Aprobado
6900933,LP,EST140,6018908,LP,I-2003,39,Reprobado
6144520,LP,INF325,7023542,LP,II-2010,8,Reprobado
7023542,LP,INF324,8441626,LP,II-2000,36,Reprobado
7290420,OR,MAT270,6776752,LP,II-2010,11,Reprobado
8305378,LP,EST440,6780733,LP,I-2011,7,Reprobado
8425764,LP,INF236,6765608,LP,I-2009,12,Reprobado
6949853,LP,MAT270,6858270,LP,I-2013,0,Abandono
3459074,LP,FIS100,6087357,LP,II-2001,95,Aprobado
6826200,LP,MAT270,6018908,LP,II-2003,25,Reprobado
8323749,LP,INF320,4312014,LP,I-2003,95,Aprobado
6852438,LP,INF325,6153276,LP,II-2004,18,Reprobado
6736701,LP,EST392,4852497,LP,I-2005,54,Aprobado
8323749,LP,INF325,538893,VE,I-2009,9,Reprobado
